,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,main_artist,artist_id,song
0,0.777,0.7,1.0,-11.045,1.0,0.0869,0.235,8.02e-06,0.836,0.802,122.94,audio_features,6X4JeTWCuKEzKOEHXDtyBo,spotify:track:6X4JeTWCuKEzKOEHXDtyBo,https://api.spotify.com/v1/tracks/6X4JeTWCuKEzKOEHXDtyBo,https://api.spotify.com/v1/audio-analysis/6X4JeTWCuKEzKOEHXDtyBo,188613.0,4.0,Prince,5a2EaR3hamoenG9rDuVn8j,Little Red Corvette - Single Version
1,0.326,0.797,2.0,-2.359,1.0,0.0334,0.0522,0.0,0.081,0.271,135.937,audio_features,4AfsbRvvuN7nEHAhONdeEp,spotify:track:4AfsbRvvuN7nEHAhONdeEp,https://api.spotify.com/v1/tracks/4AfsbRvvuN7nEHAhONdeEp,https://api.spotify.com/v1/audio-analysis/4AfsbRvvuN7nEHAhONdeEp,288933.0,4.0,Bon Jovi,58lV9VcRSjABbAbfWS6skp,Never Say Goodbye
2,0.709,0.824,1.0,-8.824,1.0,0.0453,0.207,0.000307,0.0888,0.867,118.818,audio_features,2tUBqZG2AbRi7Q0BIrVrEj,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/tracks/2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/audio-analysis/2tUBqZG2AbRi7Q0BIrVrEj,291293.0,4.0,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,I Wanna Dance with Somebody (Who Loves Me)
3,0.768,0.716,2.0,-12.922,1.0,0.0625,0.0658,0.00213,0.0379,0.961,157.935,audio_features,6QG0wcgoCsa9pqFyTg0rRO,spotify:track:6QG0wcgoCsa9pqFyTg0rRO,https://api.spotify.com/v1/tracks/6QG0wcgoCsa9pqFyTg0rRO,https://api.spotify.com/v1/audio-analysis/6QG0wcgoCsa9pqFyTg0rRO,158107.0,4.0,DEVO,0UKfenbZb15sqhfPC6zbt3,Whip It
4,0.66,0.806,2.0,-8.01,1.0,0.0324,0.00332,1.4e-05,0.0986,0.944,122.041,audio_features,3pecdrUzTZjaqrw6iCLTvd,spotify:track:3pecdrUzTZjaqrw6iCLTvd,https://api.spotify.com/v1/tracks/3pecdrUzTZjaqrw6iCLTvd,https://api.spotify.com/v1/audio-analysis/3pecdrUzTZjaqrw6iCLTvd,253253.0,4.0,Huey Lewis & The News,7A9yZMTrFZcgEWAX2kBfK6,Heart And Soul
5,0.653,0.766,0.0,-8.078,1.0,0.0261,0.000464,0.00206,0.103,0.396,125.113,audio_features,0f9h8awV1X4jSllHXXYdfX,spotify:track:0f9h8awV1X4jSllHXXYdfX,https://api.spotify.com/v1/tracks/0f9h8awV1X4jSllHXXYdfX,https://api.spotify.com/v1/audio-analysis/0f9h8awV1X4jSllHXXYdfX,251947.0,4.0,ZZ Top,2AM4ilv6UzW0uMRuqKtDgN,Sharp Dressed Man
6,0.575,0.643,2.0,-8.854,0.0,0.0331,0.136,1.65e-06,0.249,0.789,152.854,audio_features,5WDLRQ3VCdVrKw0njWe5E5,spotify:track:5WDLRQ3VCdVrKw0njWe5E5,https://api.spotify.com/v1/tracks/5WDLRQ3VCdVrKw0njWe5E5,https://api.spotify.com/v1/audio-analysis/5WDLRQ3VCdVrKw0njWe5E5,300107.0,4.0,George Michael,19ra5tSw0tWufvUp8GotLo,Careless Whisper
7,0.66,0.389,2.0,-11.271,1.0,0.027,0.187,0.0131,0.0779,0.841,99.705,audio_features,1auuYcOrua5hrsGCS7idun,spotify:track:1auuYcOrua5hrsGCS7idun,https://api.spotify.com/v1/tracks/1auuYcOrua5hrsGCS7idun,https://api.spotify.com/v1/audio-analysis/1auuYcOrua5hrsGCS7idun,302893.0,4.0,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,Take Me to the River
8,0.869,0.68,1.0,-6.233,1.0,0.318,0.0416,1.12e-06,0.0914,0.815,85.519,audio_features,75IN3CtuZwTHTnZvYM4qnJ,spotify:track:75IN3CtuZwTHTnZvYM4qnJ,https://api.spotify.com/v1/tracks/75IN3CtuZwTHTnZvYM4qnJ,https://api.spotify.com/v1/audio-analysis/75IN3CtuZwTHTnZvYM4qnJ,268400.0,4.0,Eminem,7dGJo4pcD2V6oG8kP0tJRR,My Name Is
9,0.701,0.803,5.0,-6.786,0.0,0.0545,0.0544,1.54e-06,0.7,0.903,133.608,audio_features,4W4wYHtsrgDiivRASVOINL,spotify:track:4W4wYHtsrgDiivRASVOINL,https://api.spotify.com/v1/tracks/4W4wYHtsrgDiivRASVOINL,https://api.spotify.com/v1/audio-analysis/4W4wYHtsrgDiivRASVOINL,320680.0,4.0,The B-52's,3gdbcIdNypBsYNu3iiCjtN,Love Shack
10,0.452,0.394,6.0,-8.982,1.0,0.0332,0.512,0.0,0.339,0.278,128.011,audio_features,49GT7uGj4L1XjSyOgzwUeQ,spotify:track:49GT7uGj4L1XjSyOgzwUeQ,https://api.spotify.com/v1/tracks/49GT7uGj4L1XjSyOgzwUeQ,https://api.spotify.com/v1/audio-analysis/49GT7uGj4L1XjSyOgzwUeQ,285187.0,4.0,Bret Michaels,1eKucUW0u8DXDBkNCewl0m,Every Rose Has Its Thorn
11,0.209,0.795,0.0,-7.241,1.0,0.0443,0.0109,5.63e-05,0.355,0.682,171.975,audio_features,0PbAyLrJRDxckQBLQ2Addc,spotify:track:0PbAyLrJRDxckQBLQ2Addc,https://api.spotify.com/v1/tracks/0PbAyLrJRDxckQBLQ2Addc,https://api.spotify.com/v1/audio-analysis/0PbAyLrJRDxckQBLQ2Addc,376733.0,4.0,Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,Sowing The Seeds Of Love
12,0.787,0.516,7.0,-12.792,1.0,0.0332,0.66,1.1e-05,0.293,0.882,108.19,audio_features,1B1Y52ftMyCmgjPsEMQDqq,spotify:track:1B1Y52ftMyCmgjPsEMQDqq,https://api.spotify.com/v1/tracks/1B1Y52ftMyCmgjPsEMQDqq,https://api.spotify.com/v1/audio-analysis/1B1Y52ftMyCmgjPsEMQDqq,286667.0,4.0,Thompson Twins,5jVeqi3PNaTOajfvBa4uFn,Hold Me Now
13,0.863,0.543,6.0,-13.497,1.0,0.13,0.0507,0.0,0.241,0.799,106.929,audio_features,6hTBP6QLwJdxbKyLlLXrGo,spotify:track:6hTBP6QLwJdxbKyLlLXrGo,https://api.spotify.com/v1/tracks/6hTBP6QLwJdxbKyLlLXrGo,https://api.spotify.com/v1/audio-analysis/6hTBP6QLwJdxbKyLlLXrGo,213267.0,4.0,Salt-N-Pepa,7wqtxqI3eo7Gn1P7SpP6cQ,Let's Talk About Sex
14,0.748,0.907,6.0,-7.844,1.0,0.0611,0.0038,0.812,0.041,0.769,132.61,audio_features,1iOHLlEsMbgJfYBFWy4TjG,spotify:track:1iOHLlEsMbgJfYBFWy4TjG,https://api.spotify.com/v1/tracks/1iOHLlEsMbgJfYBFWy4TjG,https://api.spotify.com/v1/audio-analysis/1iOHLlEsMbgJfYBFWy4TjG,185043.0,4.0,Yello,3xgj17ZsWxxU86S4qlWvOi,Oh Yeah - Remastered 2005
15,0.704,0.743,7.0,-5.101,1.0,0.0295,0.00946,0.0,0.0609,0.854,115.123,audio_features,4I3VMhZDVr12BW2VCslDXm,spotify:track:4I3VMhZDVr12BW2VCslDXm,https://api.spotify.com/v1/tracks/4I3VMhZDVr12BW2VCslDXm,https://api.spotify.com/v1/audio-analysis/4I3VMhZDVr12BW2VCslDXm,269600.0,4.0,Don Henley,5dbuFbrHa1SJlQhQX9OUJ2,All She Wants To Do Is Dance
16,0.798,0.577,0.0,-10.347,1.0,0.0777,0.0234,0.00112,0.0728,0.835,128.82,audio_features,5PM96PMKMfD1lLX2lryUsG,spotify:track:5PM96PMKMfD1lLX2lryUsG,https://api.spotify.com/v1/tracks/5PM96PMKMfD1lLX2lryUsG,https://api.spotify.com/v1/audio-analysis/5PM96PMKMfD1lLX2lryUsG,240093.0,4.0,Ready For The World,6h29EZDlc2NTvmCUe4yoXV,Oh Sheila
17,0.464,0.655,7.0,-9.058,0.0,0.0608,0.0272,1.34e-06,0.328,0.531,169.515,audio_features,3dmqIB2Qxe2XZobw9gXxJ6,spotify:track:3dmqIB2Qxe2XZobw9gXxJ6,https://api.spotify.com/v1/tracks/3dmqIB2Qxe2XZobw9gXxJ6,https://api.spotify.com/v1/audio-analysis/3dmqIB2Qxe2XZobw9gXxJ6,273600.0,4.0,Tom Petty and the Heartbreakers,4tX2TplrkIP4v05BNC903e,Mary Jane's Last Dance
18,0.535,0.801,0.0,-11.734,1.0,0.0345,0.00103,0.00329,0.0676,0.672,155.571,audio_features,3xzRBn3ywzobJrc1efC7Sb,spotify:track:3xzRBn3ywzobJrc1efC7Sb,https://api.spotify.com/v1/tracks/3xzRBn3ywzobJrc1efC7Sb,https://api.spotify.com/v1/audio-analysis/3xzRBn3ywzobJrc1efC7Sb,251573.0,4.0,Modern English,0fYPQBOx0vsRMmjUba9HgF,I Melt with You
19,0.722,0.838,0.0,-6.913,1.0,0.0544,0.00834,0.0938,0.0841,0.955,119.736,audio_features,0p2lB3tOc2DJGTUltBxjkv,spotify:track:0p2lB3tOc2DJGTUltBxjkv,https://api.spotify.com/v1/tracks/0p2lB3tOc2DJGTUltBxjkv,https://api.spotify.com/v1/audio-analysis/0p2lB3tOc2DJGTUltBxjkv,306493.0,4.0,Lisa Lisa & Cult Jam,1vgjN6nIPNKiiQGE9PtzTT,Lost In Emotion
20,0.742,0.883,0.0,-3.419,1.0,0.0329,0.333,7.51e-06,0.0964,0.978,136.506,audio_features,22sLuJYcvZOSoLLRYev1s5,spotify:track:22sLuJYcvZOSoLLRYev1s5,https://api.spotify.com/v1/tracks/22sLuJYcvZOSoLLRYev1s5,https://api.spotify.com/v1/audio-analysis/22sLuJYcvZOSoLLRYev1s5,240280.0,4.0,Madonna,6tbjWDEIzxoDsBA1FuhfPW,Material Girl
21,0.554,0.888,0.0,-6.664,1.0,0.087,0.107,0.0,0.291,0.82,126.701,audio_features,4sz1Ng2Cgidfqqiy0pNL6R,spotify:track:4sz1Ng2Cgidfqqiy0pNL6R,https://api.spotify.com/v1/tracks/4sz1Ng2Cgidfqqiy0pNL6R,https://api.spotify.com/v1/audio-analysis/4sz1Ng2Cgidfqqiy0pNL6R,267427.0,4.0,Duran Duran,0lZoBs4Pzo7R89JM9lxwoT,The Reflex - Single Version; 2010 Remaster
22,0.77,0.838,5.0,-6.674,0.0,0.0492,0.0394,0.8,0.0544,0.687,135.97,audio_features,3UHbGZAqgrlvODJzLW8oTC,spotify:track:3UHbGZAqgrlvODJzLW8oTC,https://api.spotify.com/v1/tracks/3UHbGZAqgrlvODJzLW8oTC,https://api.spotify.com/v1/audio-analysis/3UHbGZAqgrlvODJzLW8oTC,221766.0,4.0,Scoop,0Zur4QJ1dnchOrcH8HNxGS,Drop It - Remastered Radio Mix
23,0.613,0.72,0.0,-7.957,1.0,0.0425,0.0132,0.0,0.104,0.561,117.341,audio_features,3TW48DvQ7ChwY1Yy1tkMaP,spotify:track:3TW48DvQ7ChwY1Yy1tkMaP,https://api.spotify.com/v1/tracks/3TW48DvQ7ChwY1Yy1tkMaP,https://api.spotify.com/v1/audio-analysis/3TW48DvQ7ChwY1Yy1tkMaP,265867.0,4.0,Soul Asylum,02da1vDJ2hWqfK7aJL6SJm,Runaway Train (2022 Remaster)
24,0.686,0.609,10.0,-11.469,0.0,0.0444,0.258,0.00015,0.113,0.719,127.736,audio_features,1QbQL5m30YNvukitIqAnFG,spotify:track:1QbQL5m30YNvukitIqAnFG,https://api.spotify.com/v1/tracks/1QbQL5m30YNvukitIqAnFG,https://api.spotify.com/v1/audio-analysis/1QbQL5m30YNvukitIqAnFG,320528.0,4.0,Corey Hart,0smy8yDrRoI4CnhpOuthg0,Sunglasses At Night
25,0.732,0.765,5.0,-8.75,1.0,0.0287,0.0505,0.0798,0.169,0.876,126.186,audio_features,4EEI0LQLYddKqvQ3dfc3WR,spotify:track:4EEI0LQLYddKqvQ3dfc3WR,https://api.spotify.com/v1/tracks/4EEI0LQLYddKqvQ3dfc3WR,https://api.spotify.com/v1/audio-analysis/4EEI0LQLYddKqvQ3dfc3WR,259293.0,4.0,ABC,2s79xe5F6eUQkjwjww27Fh,When Smokey Sings
26,0.721,0.939,8.0,-11.823,1.0,0.0376,0.115,3.79e-05,0.108,0.914,113.309,audio_features,4cOdK2wGLETKBW3PvgPWqT,spotify:track:4cOdK2wGLETKBW3PvgPWqT,https://api.spotify.com/v1/tracks/4cOdK2wGLETKBW3PvgPWqT,https://api.spotify.com/v1/audio-analysis/4cOdK2wGLETKBW3PvgPWqT,213573.0,4.0,Rick Astley,0gxyHStUsqpMadRV0Di1Qt,Never Gonna Give You Up
27,0.62,0.573,0.0,-11.893,1.0,0.0423,0.271,0.0,0.0607,0.897,81.548,audio_features,0ikz6tENMONtK6qGkOrU3c,spotify:track:0ikz6tENMONtK6qGkOrU3c,https://api.spotify.com/v1/tracks/0ikz6tENMONtK6qGkOrU3c,https://api.spotify.com/v1/audio-analysis/0ikz6tENMONtK6qGkOrU3c,231333.0,4.0,Wham!,5lpH0xAS4fVfLkACg9DAuM,Wake Me Up Before You Go-Go
28,0.84,0.793,1.0,-13.623,0.0,0.0448,0.000307,0.842,0.106,0.23,127.035,audio_features,2b3X8EW3Y9Yj8HoJLDGLVj,spotify:track:2b3X8EW3Y9Yj8HoJLDGLVj,https://api.spotify.com/v1/tracks/2b3X8EW3Y9Yj8HoJLDGLVj,https://api.spotify.com/v1/audio-analysis/2b3X8EW3Y9Yj8HoJLDGLVj,394182.0,4.0,Hope,48pyrlSv9Vo5uFbtOzcDoO,Tree Frog
29,0.694,0.338,6.0,-11.25,1.0,0.0335,0.583,0.000502,0.0721,0.333,111.646,audio_features,2RT4AjOSaDNCApCaphsJRo,spotify:track:2RT4AjOSaDNCApCaphsJRo,https://api.spotify.com/v1/tracks/2RT4AjOSaDNCApCaphsJRo,https://api.spotify.com/v1/audio-analysis/2RT4AjOSaDNCApCaphsJRo,267400.0,4.0,Genesis,3CkvROUTQ6nRi9yQOcsB50,Man On The Corner - Remaster 2007
30,0.601,0.617,0.0,-10.904,1.0,0.035,0.0493,4.85e-05,0.283,0.417,114.073,audio_features,654lELZqLqtqudKZDUveYK,spotify:track:654lELZqLqtqudKZDUveYK,https://api.spotify.com/v1/tracks/654lELZqLqtqudKZDUveYK,https://api.spotify.com/v1/audio-analysis/654lELZqLqtqudKZDUveYK,176827.0,4.0,Thompson Twins,5jVeqi3PNaTOajfvBa4uFn,If You Were Here
31,0.608,0.864,8.0,-7.101,1.0,0.0522,0.0444,2.95e-06,0.0341,0.947,131.208,audio_features,1GVnAD8Iz45rux6EC657Yv,spotify:track:1GVnAD8Iz45rux6EC657Yv,https://api.spotify.com/v1/tracks/1GVnAD8Iz45rux6EC657Yv,https://api.spotify.com/v1/audio-analysis/1GVnAD8Iz45rux6EC657Yv,167960.0,4.0,The Go-Go's,2mG8HHQ9S9kcbjcrb5N1FE,Our Lips Are Sealed - Single Version
32,0.761,0.641,8.0,-13.466,0.0,0.0445,0.0713,0.0269,0.483,0.822,119.61,audio_features,0QUpBXTOdB4JJyTGFN6dH1,spotify:track:0QUpBXTOdB4JJyTGFN6dH1,https://api.spotify.com/v1/tracks/0QUpBXTOdB4JJyTGFN6dH1,https://api.spotify.com/v1/audio-analysis/0QUpBXTOdB4JJyTGFN6dH1,333360.0,4.0,The Time,1EgGVV9cmmlLEsFlunjmvv,Jungle Love
33,0.835,0.648,1.0,-8.15,1.0,0.0488,0.0202,0.225,0.308,0.674,99.701,audio_features,3uPfVXcjnpOjyzI3jb3js4,spotify:track:3uPfVXcjnpOjyzI3jb3js4,https://api.spotify.com/v1/tracks/3uPfVXcjnpOjyzI3jb3js4,https://api.spotify.com/v1/audio-analysis/3uPfVXcjnpOjyzI3jb3js4,244640.0,4.0,Sugar Ray,4uN3DsfENc7dp0OLO0FEIb,Fly
34,0.799,0.687,2.0,-5.682,1.0,0.0431,0.193,0.000188,0.0307,0.965,108.804,audio_features,4d6eqRtpDX7tydHJGDZUBQ,spotify:track:4d6eqRtpDX7tydHJGDZUBQ,https://api.spotify.com/v1/tracks/4d6eqRtpDX7tydHJGDZUBQ,https://api.spotify.com/v1/audio-analysis/4d6eqRtpDX7tydHJGDZUBQ,215773.0,4.0,Fine Young Cannibals,20p5D2KrE8CGuOjHtxsyTp,She Drives Me Crazy
35,0.252,0.802,7.0,-3.976,1.0,0.0391,0.13,0.0146,0.309,0.253,150.056,audio_features,0oerlffJSzhRVvtDfLcp3N,spotify:track:0oerlffJSzhRVvtDfLcp3N,https://api.spotify.com/v1/tracks/0oerlffJSzhRVvtDfLcp3N,https://api.spotify.com/v1/audio-analysis/0oerlffJSzhRVvtDfLcp3N,308667.0,4.0,Bon Jovi,58lV9VcRSjABbAbfWS6skp,Wanted Dead Or Alive
36,0.246,0.631,2.0,-7.067,0.0,0.0377,0.295,0.0,0.321,0.3,160.633,audio_features,5nN1jGnCadYk1jYm6oV5zN,spotify:track:5nN1jGnCadYk1jYm6oV5zN,https://api.spotify.com/v1/tracks/5nN1jGnCadYk1jYm6oV5zN,https://api.spotify.com/v1/audio-analysis/5nN1jGnCadYk1jYm6oV5zN,221671.0,4.0,Heart,34jw2BbxjoYalTp8cJFCPv,What About Love?
37,0.777,0.521,0.0,-8.443,1.0,0.0277,0.359,0.11,0.0594,0.335,97.623,audio_features,10I09MLZCY4pK37XxAfkw0,spotify:track:10I09MLZCY4pK37XxAfkw0,https://api.spotify.com/v1/tracks/10I09MLZCY4pK37XxAfkw0,https://api.spotify.com/v1/audio-analysis/10I09MLZCY4pK37XxAfkw0,393387.0,4.0,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,True - 2003 Remaster
38,0.552,0.552,11.0,-9.736,0.0,0.0364,0.052,0.0,0.046,0.593,208.571,audio_features,1Qrdlkgg9I4J7r3P4kZNwr,spotify:track:1Qrdlkgg9I4J7r3P4kZNwr,https://api.spotify.com/v1/tracks/1Qrdlkgg9I4J7r3P4kZNwr,https://api.spotify.com/v1/audio-analysis/1Qrdlkgg9I4J7r3P4kZNwr,269760.0,4.0,John Waite,2TPyCsRoh2tjeZLTQ2ojlj,Missing You
39,0.333,0.695,5.0,-5.116,1.0,0.0465,0.372,7.13e-06,0.107,0.317,203.753,audio_features,4zEi4tr3lEhiAvTRxEzbEz,spotify:track:4zEi4tr3lEhiAvTRxEzbEz,https://api.spotify.com/v1/tracks/4zEi4tr3lEhiAvTRxEzbEz,https://api.spotify.com/v1/audio-analysis/4zEi4tr3lEhiAvTRxEzbEz,229347.0,4.0,Steve Perry,5xQKoGD7Ql92fWd1uWwKkf,Oh Sherrie
40,0.573,0.65,8.0,-5.934,1.0,0.0257,0.201,1.58e-06,0.048,0.346,95.1,audio_features,2CIDqYfIYfl9vx02wIyCG9,spotify:track:2CIDqYfIYfl9vx02wIyCG9,https://api.spotify.com/v1/tracks/2CIDqYfIYfl9vx02wIyCG9,https://api.spotify.com/v1/audio-analysis/2CIDqYfIYfl9vx02wIyCG9,272840.0,4.0,Cyndi Lauper,2BTZIqw0ntH9MvilQ3ewNY,All Through the Night
41,0.616,0.685,9.0,-15.289,0.0,0.04,0.0245,1.13e-05,0.0491,0.895,150.055,audio_features,5Hyr47BBGpvOfcykSCcaw9,spotify:track:5Hyr47BBGpvOfcykSCcaw9,https://api.spotify.com/v1/tracks/5Hyr47BBGpvOfcykSCcaw9,https://api.spotify.com/v1/audio-analysis/5Hyr47BBGpvOfcykSCcaw9,348333.0,4.0,Bonnie Tyler,0SD4eZCN4Kr0wQk56hCdh2,"Holding Out for a Hero - From ""Footloose"" Soundtrack"
42,0.736,0.811,9.0,-4.17,0.0,0.081,0.00132,0.000142,0.107,0.609,103.502,audio_features,4BggEwLhGfrbrl7JBhC8EC,spotify:track:4BggEwLhGfrbrl7JBhC8EC,https://api.spotify.com/v1/tracks/4BggEwLhGfrbrl7JBhC8EC,https://api.spotify.com/v1/audio-analysis/4BggEwLhGfrbrl7JBhC8EC,216733.0,4.0,Crazy Town,4iSKnRZAxkmqNok6tv10Se,Butterfly
43,0.768,0.816,7.0,-6.66,0.0,0.0388,0.394,0.0,0.313,0.794,121.932,audio_features,56SnVQVuJuqnYA6rLdcg32,spotify:track:56SnVQVuJuqnYA6rLdcg32,https://api.spotify.com/v1/tracks/56SnVQVuJuqnYA6rLdcg32,https://api.spotify.com/v1/audio-analysis/56SnVQVuJuqnYA6rLdcg32,269880.0,4.0,Culture Club,6kz53iCdBSqhQCZ21CoLcc,Miss Me Blind - Remastered 2003
44,0.732,0.893,2.0,-8.355,1.0,0.0488,0.0816,2.05e-05,0.0783,0.654,125.487,audio_features,3QyxB6fNUFNSLyjiwkycOY,spotify:track:3QyxB6fNUFNSLyjiwkycOY,https://api.spotify.com/v1/tracks/3QyxB6fNUFNSLyjiwkycOY,https://api.spotify.com/v1/audio-analysis/3QyxB6fNUFNSLyjiwkycOY,305467.0,4.0,The Power Station,1EemADz12kjlGwkpY4EINv,Some Like It Hot - 2005 Remaster
45,0.548,0.294,10.0,-17.112,1.0,0.0333,0.332,3.34e-06,0.0392,0.491,76.698,audio_features,1GeNWyZtCHbcp3ZWp8GTOO,spotify:track:1GeNWyZtCHbcp3ZWp8GTOO,https://api.spotify.com/v1/tracks/1GeNWyZtCHbcp3ZWp8GTOO,https://api.spotify.com/v1/audio-analysis/1GeNWyZtCHbcp3ZWp8GTOO,256173.0,4.0,Chris de Burgh,2RpHsROrX075xfIwHn6B2U,The Lady In Red
46,0.905,0.604,4.0,-7.433,0.0,0.0413,0.149,9.24e-05,0.0523,0.899,109.196,audio_features,7BeV8s7R68eqPelMmvp5tu,spotify:track:7BeV8s7R68eqPelMmvp5tu,https://api.spotify.com/v1/tracks/7BeV8s7R68eqPelMmvp5tu,https://api.spotify.com/v1/audio-analysis/7BeV8s7R68eqPelMmvp5tu,242400.0,4.0,Jody Watley,71aKjsWKYqASAffyIQaocZ,Looking For A New Love - Radio Edit
47,0.761,0.639,5.0,-7.577,0.0,0.0539,0.0359,0.0,0.0945,0.922,164.088,audio_features,47TqCCnEliDp8NRDyIQoQq,spotify:track:47TqCCnEliDp8NRDyIQoQq,https://api.spotify.com/v1/tracks/47TqCCnEliDp8NRDyIQoQq,https://api.spotify.com/v1/audio-analysis/47TqCCnEliDp8NRDyIQoQq,219120.0,4.0,Usher,23zg3TcAtWQy7J6upgbUnj,You Make Me Wanna...
48,0.512,0.574,5.0,-7.016,1.0,0.0273,0.0425,2.31e-05,0.105,0.161,119.917,audio_features,5GHY1DFWKz3Prg2V0Iodqo,spotify:track:5GHY1DFWKz3Prg2V0Iodqo,https://api.spotify.com/v1/tracks/5GHY1DFWKz3Prg2V0Iodqo,https://api.spotify.com/v1/audio-analysis/5GHY1DFWKz3Prg2V0Iodqo,280040.0,4.0,Sinéad O'Connor,4sD9znwiVFx9cgRPZ42aQ1,Nothing Compares 2 U
49,0.456,0.233,8.0,-12.634,1.0,0.0255,0.433,6.42e-05,0.0538,0.424,75.174,audio_features,6NVB6W7G3svCKe5zB7kY8q,spotify:track:6NVB6W7G3svCKe5zB7kY8q,https://api.spotify.com/v1/tracks/6NVB6W7G3svCKe5zB7kY8q,https://api.spotify.com/v1/audio-analysis/6NVB6W7G3svCKe5zB7kY8q,254000.0,4.0,Juice Newton,4L1z1IcfK7lbqx8izGHaw5,Angel Of The Morning
50,0.704,0.636,9.0,-6.029,1.0,0.0252,0.0344,0.0,0.35,0.89,111.845,audio_features,7aQjPecQdIuNd1sz3KCDhD,spotify:track:7aQjPecQdIuNd1sz3KCDhD,https://api.spotify.com/v1/tracks/7aQjPecQdIuNd1sz3KCDhD,https://api.spotify.com/v1/audio-analysis/7aQjPecQdIuNd1sz3KCDhD,193953.0,4.0,The Cardigans,1tqZaCwM57UFKjWoYwMLrw,Lovefool
51,0.535,0.532,11.0,-9.865,1.0,0.0291,0.508,0.0,0.0868,0.3,79.106,audio_features,22wWxHGHRH8gZXNDXRgSqY,spotify:track:22wWxHGHRH8gZXNDXRgSqY,https://api.spotify.com/v1/tracks/22wWxHGHRH8gZXNDXRgSqY,https://api.spotify.com/v1/audio-analysis/22wWxHGHRH8gZXNDXRgSqY,254476.0,4.0,Heart,34jw2BbxjoYalTp8cJFCPv,These Dreams
52,0.717,0.527,9.0,-10.779,1.0,0.0292,0.567,0.00668,0.0785,0.731,116.288,audio_features,3aAuIvgJGdp4wWd60riWfB,spotify:track:3aAuIvgJGdp4wWd60riWfB,https://api.spotify.com/v1/tracks/3aAuIvgJGdp4wWd60riWfB,https://api.spotify.com/v1/audio-analysis/3aAuIvgJGdp4wWd60riWfB,246667.0,4.0,Steve Winwood,5gxynDEKwNDgxGJmJjZyte,Valerie
53,0.309,0.93,11.0,-6.399,1.0,0.125,0.0192,0.0022,0.106,0.376,195.815,audio_features,0QeI79sp1vS8L3JgpEO7mD,spotify:track:0QeI79sp1vS8L3JgpEO7mD,https://api.spotify.com/v1/tracks/0QeI79sp1vS8L3JgpEO7mD,https://api.spotify.com/v1/audio-analysis/0QeI79sp1vS8L3JgpEO7mD,280000.0,4.0,Prince,5a2EaR3hamoenG9rDuVn8j,Let's Go Crazy
54,0.523,0.769,4.0,-5.855,1.0,0.0269,0.04,0.0,0.136,0.876,136.162,audio_features,0WQiDwKJclirSYG9v5tayI,spotify:track:0WQiDwKJclirSYG9v5tayI,https://api.spotify.com/v1/tracks/0WQiDwKJclirSYG9v5tayI,https://api.spotify.com/v1/audio-analysis/0WQiDwKJclirSYG9v5tayI,244587.0,4.0,The Smiths,3yY2gUcIsjMr8hjo51PoJ8,There Is a Light That Never Goes Out - 2011 Remaster
55,0.267,0.953,1.0,-4.899,0.0,0.096,0.00211,0.0,0.283,0.568,84.989,audio_features,0PdM2a6oIjqepoEfcJo0RO,spotify:track:0PdM2a6oIjqepoEfcJo0RO,https://api.spotify.com/v1/tracks/0PdM2a6oIjqepoEfcJo0RO,https://api.spotify.com/v1/audio-analysis/0PdM2a6oIjqepoEfcJo0RO,267307.0,4.0,Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,Pour Some Sugar On Me - Remastered 2017
56,0.777,0.601,2.0,-5.931,1.0,0.126,0.0406,0.00201,0.0348,0.68,97.911,audio_features,3XKIUb7HzIF1Vu9usunMzc,spotify:track:3XKIUb7HzIF1Vu9usunMzc,https://api.spotify.com/v1/tracks/3XKIUb7HzIF1Vu9usunMzc,https://api.spotify.com/v1/audio-analysis/3XKIUb7HzIF1Vu9usunMzc,261973.0,4.0,Santana,6GI52t8N5F02MxU0g5U69P,Maria Maria (feat. The Product G&B)
57,0.649,0.857,7.0,-7.015,1.0,0.044,0.11,1.21e-05,0.0871,0.962,149.583,audio_features,0Ohb2OGQiYWNVPSMprmBtM,spotify:track:0Ohb2OGQiYWNVPSMprmBtM,https://api.spotify.com/v1/tracks/0Ohb2OGQiYWNVPSMprmBtM,https://api.spotify.com/v1/audio-analysis/0Ohb2OGQiYWNVPSMprmBtM,225507.0,4.0,Glenn Frey,3vMWY1bUrmYoSoEWLiQWOZ,"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack"
