,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,main_artist,artist_id,song
1819,0.72,0.607,1.0,-4.168,1.0,0.0322,0.0543,0.0,0.113,0.828,121.223,audio_features,4vVTI94F9uJ8lHNDWKv0i2,spotify:track:4vVTI94F9uJ8lHNDWKv0i2,https://api.spotify.com/v1/tracks/4vVTI94F9uJ8lHNDWKv0i2,https://api.spotify.com/v1/audio-analysis/4vVTI94F9uJ8lHNDWKv0i2,201947.0,4.0,Sean Kingston,6S0dmVVn4udvppDhZIWxCr,Mr. Vain - Original Radio Edit
1820,0.802,0.682,1.0,-5.924,0.0,0.222,0.111,1.39e-05,0.109,0.586,123.95,audio_features,20jYtEun4dUdYZ9foaOC48,spotify:track:20jYtEun4dUdYZ9foaOC48,https://api.spotify.com/v1/tracks/20jYtEun4dUdYZ9foaOC48,https://api.spotify.com/v1/audio-analysis/20jYtEun4dUdYZ9foaOC48,326960.0,4.0,Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,Freedom! '90 - Remastered
1821,0.624,0.976,8.0,-5.355,1.0,0.0494,0.004,1.18e-05,0.376,0.514,142.008,audio_features,6MjljecHzHelUDismyKkba,spotify:track:6MjljecHzHelUDismyKkba,https://api.spotify.com/v1/tracks/6MjljecHzHelUDismyKkba,https://api.spotify.com/v1/audio-analysis/6MjljecHzHelUDismyKkba,199120.0,4.0,Cascada,0N0d3kjwdY2h7UVuTdJGfp,Here Comes the Hotstepper - Heartical Mix
1822,0.672,0.82,11.0,-4.456,1.0,0.0459,0.0368,0.000188,0.184,0.438,120.005,audio_features,3NZJlJemX3mzjf56MqC5ML,spotify:track:3NZJlJemX3mzjf56MqC5ML,https://api.spotify.com/v1/tracks/3NZJlJemX3mzjf56MqC5ML,https://api.spotify.com/v1/audio-analysis/3NZJlJemX3mzjf56MqC5ML,278573.0,4.0,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,Picture Of You
1823,0.881,0.774,1.0,-6.068,1.0,0.0439,0.00986,0.0346,0.206,0.759,112.968,audio_features,2cMTIlktg3M9mXYqCPqw1J,spotify:track:2cMTIlktg3M9mXYqCPqw1J,https://api.spotify.com/v1/tracks/2cMTIlktg3M9mXYqCPqw1J,https://api.spotify.com/v1/audio-analysis/2cMTIlktg3M9mXYqCPqw1J,182627.0,4.0,Kelis,0IF46mUS8NXjgHabxk2MCM,As
1824,0.894,0.678,6.0,-5.611,0.0,0.0523,0.00569,2.43e-06,0.317,0.844,105.024,audio_features,0eH2eHURaXUP15D8gQlfjx,spotify:track:0eH2eHURaXUP15D8gQlfjx,https://api.spotify.com/v1/tracks/0eH2eHURaXUP15D8gQlfjx,https://api.spotify.com/v1/audio-analysis/0eH2eHURaXUP15D8gQlfjx,216333.0,4.0,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,I'm Too Sexy
1825,0.751,0.834,1.0,-5.444,0.0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,audio_features,6naxalmIoLFWR0siv8dnQQ,spotify:track:6naxalmIoLFWR0siv8dnQQ,https://api.spotify.com/v1/tracks/6naxalmIoLFWR0siv8dnQQ,https://api.spotify.com/v1/audio-analysis/6naxalmIoLFWR0siv8dnQQ,211160.0,4.0,Britney Spears,26dSoYclwsYLMAKD3tpOr4,Macarena - Bayside Boys Remix
1826,0.597,0.517,0.0,-6.963,1.0,0.365,0.179,0.0,0.307,0.412,92.035,audio_features,16sbugRbf9xEKlekuQ7Whm,spotify:track:16sbugRbf9xEKlekuQ7Whm,https://api.spotify.com/v1/tracks/16sbugRbf9xEKlekuQ7Whm,https://api.spotify.com/v1/audio-analysis/16sbugRbf9xEKlekuQ7Whm,257560.0,4.0,Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,Believe
1827,0.729,0.675,5.0,-5.292,0.0,0.0286,4.14e-05,0.00126,0.0867,0.74,125.036,audio_features,0WCiI0ddWiu5F2kSHgfw5S,spotify:track:0WCiI0ddWiu5F2kSHgfw5S,https://api.spotify.com/v1/tracks/0WCiI0ddWiu5F2kSHgfw5S,https://api.spotify.com/v1/audio-analysis/0WCiI0ddWiu5F2kSHgfw5S,215200.0,4.0,Kesha,6LqNN22kT3074XbTVUrhzX,Praise You - Radio Edit
1828,0.662,0.739,9.0,-5.354,0.0,0.0322,0.00206,0.0603,0.113,0.382,130.999,audio_features,6JY1IdkZGeIcPegKxjSKeb,spotify:track:6JY1IdkZGeIcPegKxjSKeb,https://api.spotify.com/v1/tracks/6JY1IdkZGeIcPegKxjSKeb,https://api.spotify.com/v1/audio-analysis/6JY1IdkZGeIcPegKxjSKeb,188960.0,4.0,Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,Who Let The Dogs Out
1829,0.75,0.818,7.0,-4.601,0.0,0.0551,0.146,0.0,0.686,0.652,129.963,audio_features,495O1Affo7AurEPQcvcr18,spotify:track:495O1Affo7AurEPQcvcr18,https://api.spotify.com/v1/tracks/495O1Affo7AurEPQcvcr18,https://api.spotify.com/v1/audio-analysis/495O1Affo7AurEPQcvcr18,213293.0,4.0,Mike Posner,2KsP6tYLJlTBvSUxnwlVWa,It's My Life
1830,0.607,0.805,11.0,-5.579,0.0,0.0608,0.00175,0.0,0.231,0.232,139.894,audio_features,1hBM2D1ULT3aeKuddSwPsK,spotify:track:1hBM2D1ULT3aeKuddSwPsK,https://api.spotify.com/v1/tracks/1hBM2D1ULT3aeKuddSwPsK,https://api.spotify.com/v1/audio-analysis/1hBM2D1ULT3aeKuddSwPsK,202667.0,4.0,3OH!3,0FWzNDaEu9jdgcYTbcOa4F,Groove Is in the Heart
1831,0.97,0.72,1.0,-3.347,0.0,0.149,0.0369,0.000389,0.326,0.962,107.17,audio_features,3aImJnJlAgcE7bJ1NxthGt,spotify:track:3aImJnJlAgcE7bJ1NxthGt,https://api.spotify.com/v1/tracks/3aImJnJlAgcE7bJ1NxthGt,https://api.spotify.com/v1/audio-analysis/3aImJnJlAgcE7bJ1NxthGt,206107.0,4.0,Kelis,0IF46mUS8NXjgHabxk2MCM,Gonna Make You Sweat (Everybody Dance Now)
1832,0.895,0.862,0.0,-6.078,0.0,0.0365,0.0408,0.0399,0.102,0.964,125.078,audio_features,4Ypojjb7T5AW2IgkCAxmAO,spotify:track:4Ypojjb7T5AW2IgkCAxmAO,https://api.spotify.com/v1/tracks/4Ypojjb7T5AW2IgkCAxmAO,https://api.spotify.com/v1/audio-analysis/4Ypojjb7T5AW2IgkCAxmAO,216040.0,4.0,M People,3lcbKPLl0ci2mKRdcP5Etf,Let's Get Loud
1833,0.805,0.717,2.0,-3.956,1.0,0.266,0.0669,0.0,0.248,0.582,112.989,audio_features,0KxU9wjCedUxSGdjuFdBDu,spotify:track:0KxU9wjCedUxSGdjuFdBDu,https://api.spotify.com/v1/tracks/0KxU9wjCedUxSGdjuFdBDu,https://api.spotify.com/v1/audio-analysis/0KxU9wjCedUxSGdjuFdBDu,296187.0,4.0,Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,I've Been Thinking About You
1834,0.869,0.794,0.0,-6.191,1.0,0.0984,0.0303,3.81e-06,0.07,0.656,128.022,audio_features,61s24wRVyG7NP9m7EjdDKL,spotify:track:61s24wRVyG7NP9m7EjdDKL,https://api.spotify.com/v1/tracks/61s24wRVyG7NP9m7EjdDKL,https://api.spotify.com/v1/audio-analysis/61s24wRVyG7NP9m7EjdDKL,367413.0,4.0,Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,Şımarık
1835,0.863,0.543,6.0,-13.497,1.0,0.13,0.0507,0.0,0.241,0.799,106.929,audio_features,6hTBP6QLwJdxbKyLlLXrGo,spotify:track:6hTBP6QLwJdxbKyLlLXrGo,https://api.spotify.com/v1/tracks/6hTBP6QLwJdxbKyLlLXrGo,https://api.spotify.com/v1/audio-analysis/6hTBP6QLwJdxbKyLlLXrGo,213267.0,4.0,Salt-N-Pepa,7wqtxqI3eo7Gn1P7SpP6cQ,Sitting Down Here
1836,0.655,0.798,2.0,-7.137,1.0,0.131,0.000658,0.0,0.335,0.855,128.103,audio_features,2YdX7PEziOImkySNDWsaKM,spotify:track:2YdX7PEziOImkySNDWsaKM,https://api.spotify.com/v1/tracks/2YdX7PEziOImkySNDWsaKM,https://api.spotify.com/v1/audio-analysis/2YdX7PEziOImkySNDWsaKM,170760.0,4.0,Yves Larock,2P1h10tRBVlC2lVUqhl6wm,Tell Me Why
1837,0.705,0.927,9.0,-5.942,0.0,0.0426,0.0703,0.0,0.0661,0.962,138.017,audio_features,7gQAFGUyHPcY0cQNPsjMf0,spotify:track:7gQAFGUyHPcY0cQNPsjMf0,https://api.spotify.com/v1/tracks/7gQAFGUyHPcY0cQNPsjMf0,https://api.spotify.com/v1/audio-analysis/7gQAFGUyHPcY0cQNPsjMf0,231533.0,4.0,Alcazar,5HnkAAaf0MCIxMWzsJNrdg,Lullaby
1838,0.887,0.926,5.0,-7.453,0.0,0.0798,0.000133,0.804,0.153,0.709,126.889,audio_features,3Tt6bSDbHjMWoU7oWmSrXj,spotify:track:3Tt6bSDbHjMWoU7oWmSrXj,https://api.spotify.com/v1/tracks/3Tt6bSDbHjMWoU7oWmSrXj,https://api.spotify.com/v1/audio-analysis/3Tt6bSDbHjMWoU7oWmSrXj,194301.0,4.0,Paul Johnson,4BqZuFqHJ8CLn3ig0f1m0G,In For The Kill
1839,0.687,0.978,9.0,-3.766,0.0,0.0666,0.00133,0.632,0.339,0.83,126.032,audio_features,4WEgwuhEShuXFOdV7c6FQS,spotify:track:4WEgwuhEShuXFOdV7c6FQS,https://api.spotify.com/v1/tracks/4WEgwuhEShuXFOdV7c6FQS,https://api.spotify.com/v1/audio-analysis/4WEgwuhEShuXFOdV7c6FQS,266667.0,4.0,Massivedrum,46aYPGlJtmYZe8Q7Ijkyk5,Don't Mess With My Man
1840,0.752,0.751,1.0,-5.707,1.0,0.0453,0.353,9.93e-05,0.151,0.514,124.045,audio_features,0GaSolMcA26ZUpOqpWeNt9,spotify:track:0GaSolMcA26ZUpOqpWeNt9,https://api.spotify.com/v1/tracks/0GaSolMcA26ZUpOqpWeNt9,https://api.spotify.com/v1/audio-analysis/0GaSolMcA26ZUpOqpWeNt9,205280.0,4.0,Riton,7i9j813KFoSBMldGqlh2Z1,Release Me
1841,0.669,0.918,5.0,-3.775,0.0,0.0383,0.228,0.000642,0.503,0.869,127.993,audio_features,1DxriAujadXoThtMQ9JTuH,spotify:track:1DxriAujadXoThtMQ9JTuH,https://api.spotify.com/v1/tracks/1DxriAujadXoThtMQ9JTuH,https://api.spotify.com/v1/audio-analysis/1DxriAujadXoThtMQ9JTuH,181253.0,4.0,Supafly Inc,2uQMHxFp2e2DysL4DXmigQ,Shackles (Praise You)
1842,0.849,0.875,0.0,-6.236,1.0,0.03,0.0947,0.0213,0.364,0.898,130.013,audio_features,4IiKITgHYaHrF1zUlcTyVH,spotify:track:4IiKITgHYaHrF1zUlcTyVH,https://api.spotify.com/v1/tracks/4IiKITgHYaHrF1zUlcTyVH,https://api.spotify.com/v1/audio-analysis/4IiKITgHYaHrF1zUlcTyVH,230933.0,4.0,Ann Lee,1EN7GOzx8aDpiIbVVmQaaC,Ms. Jackson
1843,0.728,0.784,11.0,-11.776,1.0,0.0379,0.0449,0.0918,0.0964,0.964,129.981,audio_features,59VRFpPnC8pOhIH2WCWXF9,spotify:track:59VRFpPnC8pOhIH2WCWXF9,https://api.spotify.com/v1/tracks/59VRFpPnC8pOhIH2WCWXF9,https://api.spotify.com/v1/audio-analysis/59VRFpPnC8pOhIH2WCWXF9,247406.0,4.0,Whigfield,0lHoDF96DNKSIcIpcOfMnq,You've Got The Love
1844,0.661,0.87,11.0,-10.826,1.0,0.0365,0.000395,0.00315,0.332,0.973,131.013,audio_features,2QzyjSN4WlRHMFfN3r6Ca3,spotify:track:2QzyjSN4WlRHMFfN3r6Ca3,https://api.spotify.com/v1/tracks/2QzyjSN4WlRHMFfN3r6Ca3,https://api.spotify.com/v1/audio-analysis/2QzyjSN4WlRHMFfN3r6Ca3,244067.0,4.0,Twenty 4 Seven,39QjUR6m5slbxO36zayaMq,With Every Heartbeat
1845,0.577,0.872,10.0,-7.769,0.0,0.0457,0.00292,0.00827,0.346,0.777,150.066,audio_features,7xR6hQnqYOjpBu343MRMqa,spotify:track:7xR6hQnqYOjpBu343MRMqa,https://api.spotify.com/v1/tracks/7xR6hQnqYOjpBu343MRMqa,https://api.spotify.com/v1/audio-analysis/7xR6hQnqYOjpBu343MRMqa,226933.0,4.0,Captain Hollywood Project,3El2sJgqTWkg1kkyHHAEu4,Pump It
1846,0.852,0.864,2.0,-10.131,1.0,0.0387,0.0334,0.0239,0.0525,0.603,132.999,audio_features,71Cid4UeolaHRzdbmMDAVb,spotify:track:71Cid4UeolaHRzdbmMDAVb,https://api.spotify.com/v1/tracks/71Cid4UeolaHRzdbmMDAVb,https://api.spotify.com/v1/audio-analysis/71Cid4UeolaHRzdbmMDAVb,226773.0,4.0,Maxx,6zkbUEItDv8gNXeO5WkkNX,Smalltown Boy
1847,0.764,0.713,2.0,-8.9,0.0,0.0311,0.128,0.00058,0.145,0.67,132.993,audio_features,2foOeJLKSvepjHEkb4NR8N,spotify:track:2foOeJLKSvepjHEkb4NR8N,https://api.spotify.com/v1/tracks/2foOeJLKSvepjHEkb4NR8N,https://api.spotify.com/v1/audio-analysis/2foOeJLKSvepjHEkb4NR8N,260973.0,4.0,Ice Mc,5wlyJXaam6QmyDn8qBLZx8,Missing - 2013 Remaster
1848,0.66,0.666,9.0,-4.342,1.0,0.0472,0.0759,0.0,0.0268,0.933,89.975,audio_features,1HwpWwa6bnqqRhK8agG4RS,spotify:track:1HwpWwa6bnqqRhK8agG4RS,https://api.spotify.com/v1/tracks/1HwpWwa6bnqqRhK8agG4RS,https://api.spotify.com/v1/audio-analysis/1HwpWwa6bnqqRhK8agG4RS,214227.0,4.0,Jesse McCartney,2Hjj68yyUPiC0HKEOigcEp,Push Up - Original Mix
1849,0.689,0.702,6.0,-5.642,0.0,0.0261,0.216,0.0,0.159,0.484,99.031,audio_features,6e40mgJiCid5HRAGrbpGA6,spotify:track:6e40mgJiCid5HRAGrbpGA6,https://api.spotify.com/v1/tracks/6e40mgJiCid5HRAGrbpGA6,https://api.spotify.com/v1/audio-analysis/6e40mgJiCid5HRAGrbpGA6,213600.0,4.0,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,I Just Had Sex
1850,0.804,0.801,0.0,-4.892,1.0,0.0305,0.275,3.29e-05,0.215,0.826,98.12,audio_features,3UpS7kBnkVQYG13pDDFTC4,spotify:track:3UpS7kBnkVQYG13pDDFTC4,https://api.spotify.com/v1/tracks/3UpS7kBnkVQYG13pDDFTC4,https://api.spotify.com/v1/audio-analysis/3UpS7kBnkVQYG13pDDFTC4,221107.0,4.0,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,All Night (feat. Knox Fortune)
1851,0.735,0.873,10.0,-3.493,0.0,0.0402,0.025,3.27e-06,0.265,0.586,108.021,audio_features,4rTeOSYqwXNz5qPR2DUTFZ,spotify:track:4rTeOSYqwXNz5qPR2DUTFZ,https://api.spotify.com/v1/tracks/4rTeOSYqwXNz5qPR2DUTFZ,https://api.spotify.com/v1/audio-analysis/4rTeOSYqwXNz5qPR2DUTFZ,224960.0,4.0,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,No Problem (feat. Lil Wayne & 2 Chainz)
1852,0.787,0.904,8.0,-4.483,1.0,0.0674,0.00836,0.00104,0.0803,0.954,110.029,audio_features,7sruBwHu4S0DIo8RXKxsAY,spotify:track:7sruBwHu4S0DIo8RXKxsAY,https://api.spotify.com/v1/tracks/7sruBwHu4S0DIo8RXKxsAY,https://api.spotify.com/v1/audio-analysis/7sruBwHu4S0DIo8RXKxsAY,193200.0,4.0,Aaron Carter,5338fdSzGNOFD4cxAxDTeq,Ring My Bell
1853,0.556,0.993,1.0,-5.067,1.0,0.0464,0.0105,0.0341,0.403,0.702,124.016,audio_features,5qGwqO0lkbBXw4xNfzT7SF,spotify:track:5qGwqO0lkbBXw4xNfzT7SF,https://api.spotify.com/v1/tracks/5qGwqO0lkbBXw4xNfzT7SF,https://api.spotify.com/v1/audio-analysis/5qGwqO0lkbBXw4xNfzT7SF,173667.0,4.0,Spice Girls,0uq5PttqEjj3IH1bzwcrXF,Lift U Up
1854,0.662,0.741,0.0,-5.406,1.0,0.0334,0.00165,0.0303,0.114,0.404,131.0,audio_features,3xrn9i8zhNZsTtcoWgQEAd,spotify:track:3xrn9i8zhNZsTtcoWgQEAd,https://api.spotify.com/v1/tracks/3xrn9i8zhNZsTtcoWgQEAd,https://api.spotify.com/v1/audio-analysis/3xrn9i8zhNZsTtcoWgQEAd,188960.0,4.0,Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,Turn the Tide
1855,0.738,0.541,1.0,-5.485,1.0,0.0311,0.559,0.0,0.0492,0.309,134.187,audio_features,7ziHnshbknkpFLDW5yGBjO,spotify:track:7ziHnshbknkpFLDW5yGBjO,https://api.spotify.com/v1/tracks/7ziHnshbknkpFLDW5yGBjO,https://api.spotify.com/v1/audio-analysis/7ziHnshbknkpFLDW5yGBjO,387573.0,4.0,All Saints,5TDVKqW9uhqGjwwwKGuma4,Alane - Radio Version
1856,0.591,0.978,7.0,-3.958,1.0,0.0546,0.00187,3.77e-06,0.134,0.57,115.812,audio_features,62gODl7oTHEqkqg9MQOfRQ,spotify:track:62gODl7oTHEqkqg9MQOfRQ,https://api.spotify.com/v1/tracks/62gODl7oTHEqkqg9MQOfRQ,https://api.spotify.com/v1/audio-analysis/62gODl7oTHEqkqg9MQOfRQ,252347.0,4.0,Hanson,0SdiiPkr02EUdekHZJkt58,How Bizarre
1857,0.693,0.938,7.0,-4.854,1.0,0.0296,0.105,0.00016,0.0685,0.912,108.986,audio_features,2NNiZ5qwYIKAwjbHJsxtAO,spotify:track:2NNiZ5qwYIKAwjbHJsxtAO,https://api.spotify.com/v1/tracks/2NNiZ5qwYIKAwjbHJsxtAO,https://api.spotify.com/v1/audio-analysis/2NNiZ5qwYIKAwjbHJsxtAO,172067.0,4.0,B*Witched,72eP0W3rIhkxd0NHGg4w4u,Would I Lie To You? - Album Edit
1858,0.569,0.517,5.0,-9.352,1.0,0.0332,0.311,0.0,0.145,0.503,78.844,audio_features,2BIBtKMUnHyYs3BsEiILTU,spotify:track:2BIBtKMUnHyYs3BsEiILTU,https://api.spotify.com/v1/tracks/2BIBtKMUnHyYs3BsEiILTU,https://api.spotify.com/v1/audio-analysis/2BIBtKMUnHyYs3BsEiILTU,241293.0,4.0,Take That,1XgFuvRd7r5g0h844A5ZUQ,Cotton Eye Joe
1859,0.743,0.675,8.0,-4.267,0.0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,audio_features,1KGi9sZVMeszgZOWivFpxs,spotify:track:1KGi9sZVMeszgZOWivFpxs,https://api.spotify.com/v1/tracks/1KGi9sZVMeszgZOWivFpxs,https://api.spotify.com/v1/audio-analysis/1KGi9sZVMeszgZOWivFpxs,214400.0,4.0,TLC,0TImkz4nPqjegtVSMZnMRq,aNYway
1860,0.769,0.505,1.0,-7.345,1.0,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,audio_features,6qspW4YKycviDFjHBOaqUY,spotify:track:6qspW4YKycviDFjHBOaqUY,https://api.spotify.com/v1/tracks/6qspW4YKycviDFjHBOaqUY,https://api.spotify.com/v1/audio-analysis/6qspW4YKycviDFjHBOaqUY,279507.0,4.0,TLC,0TImkz4nPqjegtVSMZnMRq,Dreamer - Re-Original Club Mix
1861,0.741,0.759,0.0,-5.096,0.0,0.12,0.0218,0.0,0.628,0.362,97.084,audio_features,3jVSV60WZE5jPE2a6KGNFy,spotify:track:3jVSV60WZE5jPE2a6KGNFy,https://api.spotify.com/v1/tracks/3jVSV60WZE5jPE2a6KGNFy,https://api.spotify.com/v1/audio-analysis/3jVSV60WZE5jPE2a6KGNFy,225533.0,4.0,Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,Take My Love
1862,0.635,0.647,5.0,-5.864,1.0,0.0366,0.192,0.0,0.154,0.201,104.058,audio_features,6LtPIXlIzPOTF8vTecYjRe,spotify:track:6LtPIXlIzPOTF8vTecYjRe,https://api.spotify.com/v1/tracks/6LtPIXlIzPOTF8vTecYjRe,https://api.spotify.com/v1/audio-analysis/6LtPIXlIzPOTF8vTecYjRe,262693.0,4.0,Leona Lewis,5lKZWd6HiSCLfnDGrq9RAm,"thank u, next"
1863,,,,,,,,,,,,,,,,,,,Natasha Bedingfield,7o95ZoZt5ZYn31e9z1Hc0a,Be Yourself - Extended Mix
1864,0.346,0.641,7.0,-5.627,1.0,0.0504,0.136,8.4e-06,0.108,0.159,77.281,audio_features,1PAgmT6YqGhd6zT9kN9gIo,spotify:track:1PAgmT6YqGhd6zT9kN9gIo,https://api.spotify.com/v1/tracks/1PAgmT6YqGhd6zT9kN9gIo,https://api.spotify.com/v1/audio-analysis/1PAgmT6YqGhd6zT9kN9gIo,264240.0,4.0,Enrique Iglesias,7qG3b048QCHVRO5Pv1T5lw,Upside Down
1865,0.417,0.956,1.0,-3.771,0.0,0.055,0.00463,0.0,0.0725,0.93,178.119,audio_features,6zsUvdazZp3vF49lWFqxqs,spotify:track:6zsUvdazZp3vF49lWFqxqs,https://api.spotify.com/v1/tracks/6zsUvdazZp3vF49lWFqxqs,https://api.spotify.com/v1/audio-analysis/6zsUvdazZp3vF49lWFqxqs,243373.0,4.0,Ricky Martin,7slfeZO9LsJbWgpkIoXBUJ,Pumped Up
1866,0.925,0.748,11.0,-5.572,0.0,0.278,0.0484,0.0,0.101,0.615,92.978,audio_features,2lVDc57IMK6nypg2iuEWVR,spotify:track:2lVDc57IMK6nypg2iuEWVR,https://api.spotify.com/v1/tracks/2lVDc57IMK6nypg2iuEWVR,https://api.spotify.com/v1/audio-analysis/2lVDc57IMK6nypg2iuEWVR,243027.0,4.0,J-Kwon,1Zz5UxfKSSqc6hpa3xJPCw,La Cintura
1867,0.84,0.835,1.0,-4.386,0.0,0.275,0.00281,1.11e-06,0.152,0.637,103.376,audio_features,41nT1Sp6ChR65FbsdLlFHW,spotify:track:41nT1Sp6ChR65FbsdLlFHW,https://api.spotify.com/v1/tracks/41nT1Sp6ChR65FbsdLlFHW,https://api.spotify.com/v1/audio-analysis/41nT1Sp6ChR65FbsdLlFHW,207907.0,4.0,Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,Dancing On The Ceiling
1868,0.514,0.911,1.0,-2.027,0.0,0.41,0.0559,0.0,0.775,0.619,161.109,audio_features,2Mpj1Ul5OFPyyP4wB62Rvi,spotify:track:2Mpj1Ul5OFPyyP4wB62Rvi,https://api.spotify.com/v1/tracks/2Mpj1Ul5OFPyyP4wB62Rvi,https://api.spotify.com/v1/audio-analysis/2Mpj1Ul5OFPyyP4wB62Rvi,254027.0,4.0,Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,Everybody's Free (Single Version)
1869,0.771,0.685,1.0,-4.639,1.0,0.0567,0.00543,0.00157,0.0537,0.683,88.997,audio_features,4pmc2AxSEq6g7hPVlJCPyP,spotify:track:4pmc2AxSEq6g7hPVlJCPyP,https://api.spotify.com/v1/tracks/4pmc2AxSEq6g7hPVlJCPyP,https://api.spotify.com/v1/audio-analysis/4pmc2AxSEq6g7hPVlJCPyP,230200.0,4.0,Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,"I Like To Move It (feat. The Mad Stuntman) - Erick ""More"" Album Mix"
1870,0.73,0.602,6.0,-3.782,0.0,0.206,0.362,3.69e-06,0.169,0.927,97.954,audio_features,69XUpOpjzDKcfdxqZebGiI,spotify:track:69XUpOpjzDKcfdxqZebGiI,https://api.spotify.com/v1/tracks/69XUpOpjzDKcfdxqZebGiI,https://api.spotify.com/v1/audio-analysis/69XUpOpjzDKcfdxqZebGiI,221133.0,4.0,Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,Sunglasses at Night - Radio Edit
1871,0.845,0.576,11.0,-5.15,0.0,0.153,0.139,0.0,0.0764,0.461,127.641,audio_features,1Oi2zpmL81Q0yScF1zxaC0,spotify:track:1Oi2zpmL81Q0yScF1zxaC0,https://api.spotify.com/v1/tracks/1Oi2zpmL81Q0yScF1zxaC0,https://api.spotify.com/v1/audio-analysis/1Oi2zpmL81Q0yScF1zxaC0,256027.0,4.0,Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,Be Right There (Extended Mix)
1872,0.853,0.606,0.0,-4.596,1.0,0.0713,0.0561,0.0,0.313,0.654,94.759,audio_features,3WkibOpDF7cQ5xntM1epyf,spotify:track:3WkibOpDF7cQ5xntM1epyf,https://api.spotify.com/v1/tracks/3WkibOpDF7cQ5xntM1epyf,https://api.spotify.com/v1/audio-analysis/3WkibOpDF7cQ5xntM1epyf,227600.0,4.0,Shaggy,5EvFsr3kj42KNv97ZEnqij,Easy Love
1873,0.74,0.766,6.0,-2.939,1.0,0.178,0.116,0.0,0.0406,0.807,170.531,audio_features,7FDV5ELOJHCGLe52AnttEd,spotify:track:7FDV5ELOJHCGLe52AnttEd,https://api.spotify.com/v1/tracks/7FDV5ELOJHCGLe52AnttEd,https://api.spotify.com/v1/audio-analysis/7FDV5ELOJHCGLe52AnttEd,235133.0,4.0,Shaggy,5EvFsr3kj42KNv97ZEnqij,King
1874,0.488,0.833,11.0,-3.876,1.0,0.0387,0.273,0.0,0.192,0.257,94.841,audio_features,6Qm9MaditCcx5V62rVHYqu,spotify:track:6Qm9MaditCcx5V62rVHYqu,https://api.spotify.com/v1/tracks/6Qm9MaditCcx5V62rVHYqu,https://api.spotify.com/v1/audio-analysis/6Qm9MaditCcx5V62rVHYqu,237440.0,4.0,Vanessa Carlton,5ILrArfIV0tMURcHJN8Q07,Are You With Me - Radio Edit
1875,0.73,0.698,1.0,-5.629,0.0,0.0288,0.0324,0.0,0.0928,0.603,115.033,audio_features,6wAV49hRfOiCTHztORMy8Y,spotify:track:6wAV49hRfOiCTHztORMy8Y,https://api.spotify.com/v1/tracks/6wAV49hRfOiCTHztORMy8Y,https://api.spotify.com/v1/audio-analysis/6wAV49hRfOiCTHztORMy8Y,200293.0,4.0,Jennifer Paige,26PDtWYDJ1KD0brukKsJH1,Sweet Nothing (feat. Florence Welch)
1876,0.628,0.834,6.0,-6.341,0.0,0.0497,0.403,0.0,0.051,0.626,97.865,audio_features,2AogRMqARWyUP7VQ3gmSoY,spotify:track:2AogRMqARWyUP7VQ3gmSoY,https://api.spotify.com/v1/tracks/2AogRMqARWyUP7VQ3gmSoY,https://api.spotify.com/v1/audio-analysis/2AogRMqARWyUP7VQ3gmSoY,215507.0,4.0,LeAnn Rimes,2d3VHzlOEwXvmBdS4pzOPL,Sugar (feat. Francesco Yates)
1877,0.854,0.673,4.0,-3.132,0.0,0.185,0.038,0.000227,0.255,0.955,95.0,audio_features,1Lhwn4PqeGpM4LTVUowW76,spotify:track:1Lhwn4PqeGpM4LTVUowW76,https://api.spotify.com/v1/tracks/1Lhwn4PqeGpM4LTVUowW76,https://api.spotify.com/v1/audio-analysis/1Lhwn4PqeGpM4LTVUowW76,337733.0,4.0,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,Sun Is Shining
